指标名称,中债国债到期收益率:1年,中债国债到期收益率:3年,中债国债到期收益率:10年
2004-02-09,2.4422 ,2.7986 ,3.8086 
2004-02-10,2.4648 ,2.8151 ,3.8094 
2004-02-11,2.2006 ,2.5896 ,3.6915 
2004-02-12,2.5362 ,2.8762 ,3.8403 
2004-02-13,2.4717 ,2.8316 ,3.8469 
2004-02-16,2.1508 ,2.5850 ,3.7942 
2004-02-17,2.4634 ,2.8192 ,3.8259 
2004-02-18,2.4898 ,2.8534 ,3.8753 
2004-02-19,2.4729 ,2.8249 ,3.8225 
2004-02-20,2.1856 ,2.6199 ,3.8289 
2004-02-23,2.4977 ,2.8507 ,3.8481 
2004-02-24,2.4994 ,2.8254 ,3.7621 
2004-02-25,2.4782 ,2.8322 ,3.8337 
2004-02-26,2.4633 ,2.8025 ,3.7724 
2004-02-27,2.4287 ,2.8413 ,3.8105 
2004-03-01,2.4430 ,2.8134 ,3.8553 
2004-03-02,2.5083 ,2.8818 ,3.9244 
2004-03-03,2.4504 ,2.8357 ,3.9102 
2004-03-04,2.4933 ,2.8282 ,3.7857 
2004-03-05,2.4752 ,2.8445 ,3.8959 
2004-03-08,2.4733 ,2.7960 ,3.7271 
2004-03-09,2.4826 ,2.8701 ,3.8364 
2004-03-10,2.4866 ,2.8991 ,3.8651 
2004-03-11,2.4787 ,2.8527 ,3.8973 
2004-03-12,2.4908 ,2.8652 ,3.9098 
2004-03-15,2.4226 ,2.7951 ,3.8422 
2004-03-16,2.3448 ,2.6995 ,3.7146 
2004-03-17,2.2446 ,2.6577 ,3.8129 
2004-03-18,2.3048 ,2.7423 ,3.8639 
2004-03-19,2.6173 ,3.0106 ,4.0840 
2004-03-22,2.6376 ,2.9590 ,3.8717 
2004-03-23,2.5630 ,2.9096 ,3.8858 
2004-03-24,2.7087 ,3.0346 ,3.9508 
2004-03-25,2.5566 ,2.9159 ,3.9207 
2004-03-26,2.6043 ,2.9406 ,3.8891 
2004-03-29,2.5895 ,2.9481 ,3.9486 
2004-03-30,2.4367 ,2.8286 ,3.9180 
2004-03-31,2.3950 ,2.7984 ,3.9169 
2004-04-01,2.5517 ,2.9364 ,3.9984 
2004-04-05,2.5125 ,2.8820 ,3.9144 
2004-04-06,2.4099 ,2.8103 ,3.9210 
2004-04-07,2.6640 ,3.0290 ,4.0357 
2004-04-08,2.6130 ,2.9593 ,3.9325 
2004-04-09,2.5144 ,2.8520 ,3.8125 
2004-04-12,2.6068 ,3.1086 ,4.2585 
2004-04-13,2.6556 ,3.0621 ,4.0871 
2004-04-14,2.7290 ,3.0705 ,4.0197 
2004-04-15,2.6433 ,3.0114 ,4.0298 
2004-04-16,2.9634 ,3.2794 ,4.1717 
2004-04-19,2.8448 ,3.2548 ,4.3781 
2004-04-20,2.6619 ,3.1091 ,4.3421 
2004-04-21,2.6413 ,3.1137 ,4.4034 
2004-04-22,2.6520 ,3.0924 ,4.3105 
2004-04-23,2.4708 ,2.9646 ,4.3191 
2004-04-26,2.7800 ,3.1570 ,4.2202 
2004-04-27,2.6819 ,3.0550 ,4.1195 
2004-04-28,2.6983 ,3.0865 ,4.1827 
2004-04-29,2.7021 ,3.2590 ,4.7672 
2004-04-30,2.8362 ,3.2116 ,4.2841 
2004-05-08,2.8064 ,3.1433 ,4.1570 
2004-05-09,2.7440 ,3.0795 ,4.0967 
2004-05-10,2.7222 ,3.1708 ,4.4457 
2004-05-11,2.7880 ,3.2350 ,4.4969 
2004-05-12,2.8187 ,3.2315 ,4.4111 
2004-05-13,2.9260 ,3.3032 ,4.3940 
2004-05-14,2.6882 ,3.0723 ,4.2026 
2004-05-17,2.6350 ,2.9831 ,4.0394 
2004-05-18,2.6112 ,2.9645 ,4.0367 
2004-05-19,2.8589 ,3.1814 ,4.1587 
2004-05-20,2.9312 ,3.3583 ,4.5566 
2004-05-21,3.0464 ,3.3970 ,4.4170 
2004-05-24,3.0618 ,3.3835 ,4.3252 
2004-05-25,2.6512 ,3.0032 ,4.0558 
2004-05-26,2.8810 ,3.2354 ,4.2675 
2004-05-27,3.0088 ,3.3891 ,4.4654 
2004-05-28,2.9246 ,3.2740 ,4.2909 
2004-05-31,3.0515 ,3.4663 ,4.6123 
2004-06-01,2.8456 ,3.1926 ,4.2120 
2004-06-02,2.8088 ,3.1607 ,4.1946 
2004-06-03,2.8462 ,3.2375 ,4.1249 
2004-06-04,2.7798 ,3.1910 ,4.1287 
2004-06-07,2.9539 ,3.2860 ,4.2625 
2004-06-08,2.8967 ,3.2607 ,4.3123 
2004-06-09,3.0548 ,3.4091 ,4.4238 
2004-06-10,3.0311 ,3.3954 ,4.4352 
2004-06-11,3.0496 ,3.4082 ,4.4333 
2004-06-14,3.2209 ,3.6096 ,4.6821 
2004-06-15,2.8793 ,3.2796 ,4.4172 
2004-06-16,3.0897 ,3.4847 ,4.5856 
2004-06-17,2.8089 ,3.2440 ,4.4614 
2004-06-18,2.8873 ,3.2452 ,4.2855 
2004-06-21,2.9972 ,3.3248 ,4.2874 
2004-06-22,3.0801 ,3.3838 ,4.2854 
2004-06-23,2.8510 ,3.1659 ,4.1158 
2004-06-24,2.8777 ,3.1866 ,4.1205 
2004-06-25,2.8966 ,3.2126 ,4.1599 
2004-06-28,3.1910 ,3.5041 ,4.4138 
2004-06-29,2.9183 ,3.2610 ,4.2664 
2004-06-30,3.0914 ,3.4112 ,4.3480 
2004-07-01,3.0717 ,3.4346 ,4.4671 
2004-07-02,3.3031 ,3.6258 ,4.5468 
2004-07-05,2.8035 ,3.2258 ,4.4168 
2004-07-06,3.0636 ,3.4234 ,4.4557 
2004-07-07,3.1378 ,3.5323 ,4.6316 
2004-07-08,3.0338 ,3.4643 ,4.6531 
2004-07-09,3.0434 ,3.4199 ,4.4895 
2004-07-12,3.1530 ,3.5386 ,4.6172 
2004-07-13,3.0672 ,3.5401 ,4.8227 
2004-07-14,3.0806 ,3.6207 ,5.0474 
2004-07-15,3.1640 ,3.6739 ,4.9666 
2004-07-16,3.0406 ,3.4776 ,4.6250 
2004-07-19,3.0549 ,3.4671 ,4.6158 
2004-07-20,3.1226 ,3.5391 ,4.6903 
2004-07-21,3.1787 ,3.5568 ,4.6153 
2004-07-22,3.1267 ,3.4984 ,4.5430 
2004-07-23,3.0320 ,3.5392 ,4.9046 
2004-07-26,3.1848 ,3.5884 ,4.7049 
2004-07-27,3.1043 ,3.5425 ,4.7444 
2004-07-28,3.0140 ,3.4277 ,4.5839 
2004-07-29,3.0152 ,3.4286 ,4.5844 
2004-07-30,2.7407 ,3.2372 ,4.6018 
2004-08-02,2.6808 ,3.1875 ,4.5823 
2004-08-03,3.0450 ,3.4653 ,4.6329 
2004-08-04,2.9887 ,3.5162 ,4.9229 
2004-08-05,2.8804 ,3.2884 ,4.4481 
2004-08-06,2.7979 ,3.2396 ,4.4800 
2004-08-09,3.0704 ,3.4853 ,4.6375 
2004-08-10,2.9789 ,3.4251 ,4.6546 
2004-08-11,3.0114 ,3.5364 ,4.9325 
2004-08-12,3.0589 ,3.5140 ,4.7544 
2004-08-13,3.0432 ,3.4881 ,4.7084 
2004-08-16,3.1592 ,3.5878 ,4.7610 
2004-08-17,8.8229 ,7.4786 ,4.2127 
2004-08-18,2.5387 ,3.1919 ,4.9165 
2004-08-19,3.0367 ,3.5597 ,4.9514 
2004-08-20,3.0275 ,3.5573 ,4.9654 
2004-08-23,3.1257 ,3.6039 ,4.8886 
2004-08-24,3.1132 ,3.6063 ,4.9250 
2004-08-25,3.0242 ,3.5736 ,5.0239 
2004-08-26,3.0050 ,3.6465 ,5.0648 
2004-08-27,2.9963 ,3.6566 ,5.1082 
2004-08-30,3.1693 ,3.6630 ,4.9779 
2004-08-31,3.0397 ,3.7048 ,5.1676 
2004-09-01,3.2361 ,3.7190 ,5.0037 
2004-09-02,2.9559 ,3.5439 ,5.0886 
2004-09-03,3.1738 ,3.7283 ,5.1487 
2004-09-06,3.0640 ,3.6390 ,5.1459 
2004-09-07,3.0372 ,3.6635 ,5.1358 
2004-09-08,3.1381 ,3.6907 ,5.1422 
2004-09-09,3.0626 ,3.6391 ,5.1501 
2004-09-10,2.9972 ,3.7385 ,5.3727 
2004-09-13,3.2010 ,3.7561 ,5.2062 
2004-09-14,3.0635 ,3.6737 ,5.2588 
2004-09-15,3.0117 ,3.6231 ,5.2149 
2004-09-16,3.1090 ,3.6802 ,5.1743 
2004-09-17,3.0589 ,3.6434 ,5.1718 
2004-09-20,3.0187 ,3.6945 ,5.2687 
2004-09-21,3.0854 ,3.6162 ,5.0207 
2004-09-22,2.9338 ,3.6636 ,5.2731 
2004-09-23,3.0466 ,3.6360 ,5.1776 
2004-09-24,3.0223 ,3.6080 ,5.1429 
2004-09-27,2.7609 ,3.4240 ,5.1556 
2004-09-28,2.8709 ,3.4975 ,5.1374 
2004-09-29,2.8728 ,3.5077 ,5.1657 
2004-09-30,2.9554 ,3.5547 ,5.1266 
2004-10-08,2.9182 ,3.6507 ,5.3191 
2004-10-09,3.0569 ,3.6293 ,5.1327 
2004-10-10,3.1110 ,3.6661 ,5.1260 
2004-10-11,3.0385 ,3.5961 ,5.0682 
2004-10-12,2.9452 ,3.5269 ,5.0575 
2004-10-13,2.9787 ,3.5216 ,4.9650 
2004-10-14,2.9668 ,3.5209 ,4.9812 
2004-10-15,2.9539 ,3.5229 ,5.0177 
2004-10-18,2.9045 ,3.4771 ,4.9760 
2004-10-19,3.0413 ,3.5882 ,5.0155 
2004-10-20,3.0134 ,3.5575 ,4.9828 
2004-10-21,2.8883 ,3.4639 ,4.9709 
2004-10-22,2.9244 ,3.5061 ,5.0224 
2004-10-25,3.0009 ,3.5286 ,4.9166 
2004-10-26,3.0915 ,3.6200 ,4.9979 
2004-10-27,2.9630 ,3.5006 ,4.9144 
2004-10-28,2.9468 ,3.5537 ,5.1274 
2004-10-29,3.2635 ,3.6881 ,4.8246 
2004-11-01,3.2027 ,3.7188 ,5.0730 
2004-11-02,3.1291 ,3.6788 ,5.1175 
2004-11-03,3.0172 ,3.6145 ,5.1649 
2004-11-04,3.0332 ,3.6164 ,5.1333 
2004-11-05,3.0461 ,3.6337 ,5.1609 
2004-11-08,3.1014 ,3.6832 ,5.1915 
2004-11-09,3.0794 ,3.6571 ,5.1584 
2004-11-10,2.4630 ,3.2227 ,5.1843 
2004-11-11,3.0049 ,3.6383 ,5.2714 
2004-11-12,3.0198 ,3.6566 ,5.2956 
2004-11-15,3.0219 ,3.6489 ,5.2664 
2004-11-16,2.9826 ,3.5968 ,5.1902 
2004-11-17,2.9599 ,3.5986 ,5.2479 
2004-11-18,3.0250 ,3.6486 ,5.2584 
2004-11-19,3.0144 ,3.6359 ,5.2413 
2004-11-22,3.0787 ,3.7185 ,5.3590 
2004-11-23,2.9945 ,3.6502 ,5.3341 
2004-11-24,3.0119 ,3.6481 ,5.2740 
2004-11-25,2.9789 ,3.6335 ,5.3029 
2004-11-26,2.9861 ,3.7439 ,5.4071 
2004-11-29,3.0825 ,3.7128 ,5.3187 
2004-11-30,3.0084 ,3.6667 ,5.3419 
2004-12-01,3.4748 ,3.9736 ,5.2554 
2004-12-02,2.9966 ,3.6487 ,5.3109 
2004-12-03,2.9534 ,3.6271 ,5.3427 
2004-12-06,2.9519 ,3.7228 ,5.4127 
2004-12-07,2.8537 ,3.5507 ,5.3266 
2004-12-08,2.8820 ,3.5841 ,5.3685 
2004-12-09,2.9210 ,3.5821 ,5.2732 
2004-12-10,2.4693 ,3.2264 ,5.1744 
2004-12-13,2.7810 ,3.4874 ,5.2915 
2004-12-14,2.7330 ,3.4406 ,5.2528 
2004-12-15,2.8308 ,3.5132 ,5.2611 
2004-12-16,2.8593 ,3.5276 ,5.2419 
2004-12-17,2.9973 ,3.6215 ,5.2252 
2004-12-20,3.0351 ,3.6342 ,5.1804 
2004-12-21,2.9691 ,3.7046 ,5.3170 
2004-12-22,2.8842 ,3.6170 ,5.2851 
2004-12-23,2.8985 ,3.6462 ,5.3439 
2004-12-24,2.8552 ,3.6083 ,5.2720 
2004-12-27,2.9072 ,3.5523 ,5.2118 
2004-12-28,3.0686 ,3.4388 ,4.4611 
2004-12-29,2.8464 ,3.3553 ,4.7165 
2004-12-30,2.9309 ,3.6558 ,5.2506 
2004-12-31,2.9202 ,3.4883 ,4.7332 
2005-01-04,3.1095 ,3.7687 ,5.2221 
2005-01-05,2.8868 ,3.4730 ,5.0084 
2005-01-06,2.8443 ,3.4943 ,5.1707 
2005-01-07,2.7286 ,3.4060 ,5.1533 
2005-01-10,2.7976 ,3.4702 ,5.1988 
2005-01-11,2.7864 ,3.4474 ,5.1536 
2005-01-12,2.7728 ,3.4412 ,5.1645 
2005-01-13,2.7124 ,3.4155 ,5.2205 
2005-01-14,2.7181 ,3.3524 ,4.9943 
2005-01-17,2.7729 ,3.3889 ,4.9739 
2005-01-18,2.7253 ,3.3838 ,5.0648 
2005-01-19,2.7705 ,3.3986 ,5.0085 
2005-01-20,2.8989 ,3.4641 ,4.9256 
2005-01-21,2.9589 ,3.5089 ,4.9313 
2005-01-24,2.8094 ,3.4125 ,4.9654 
2005-01-25,2.8045 ,3.4308 ,5.0338 
2005-01-26,2.8953 ,3.4876 ,5.0081 
2005-01-27,2.8677 ,3.4556 ,4.9684 
2005-01-28,2.7318 ,3.3377 ,4.9038 
2005-01-31,2.8151 ,3.3957 ,4.8982 
2005-02-01,2.8033 ,3.3840 ,4.8877 
2005-02-02,2.7820 ,3.3890 ,4.9248 
2005-02-03,2.8856 ,3.4527 ,4.9044 
2005-02-04,2.8920 ,3.4696 ,4.9390 
2005-02-05,2.9913 ,3.4986 ,4.8112 
2005-02-06,2.8937 ,3.4508 ,4.8813 
2005-02-07,2.8363 ,3.4091 ,4.8789 
2005-02-08,2.7922 ,3.3620 ,4.8308 
2005-02-16,2.8912 ,3.4068 ,4.7565 
2005-02-17,2.8368 ,3.3968 ,4.8378 
2005-02-18,2.8474 ,3.4045 ,4.8342 
2005-02-21,2.7068 ,3.3079 ,4.8450 
2005-02-22,2.8355 ,3.3420 ,4.6593 
2005-02-23,2.9011 ,3.4918 ,4.7866 
2005-02-24,2.8920 ,3.3997 ,4.7130 
2005-02-25,2.8503 ,3.3404 ,4.6127 
2005-02-28,2.7235 ,3.3206 ,4.8334 
2005-03-01,2.6758 ,3.2482 ,4.7203 
2005-03-02,2.7183 ,3.2765 ,4.7212 
2005-03-03,2.8036 ,3.3213 ,4.6723 
2005-03-04,2.7079 ,3.2818 ,4.7638 
2005-03-07,2.7582 ,3.3097 ,4.7254 
2005-03-08,2.5261 ,3.1462 ,4.7335 
2005-03-09,2.5813 ,3.1529 ,4.6366 
2005-03-10,2.4970 ,3.0952 ,4.6433 
2005-03-11,2.5504 ,3.1269 ,4.6187 
2005-03-14,2.5116 ,3.0938 ,4.5979 
2005-03-15,2.9443 ,3.3935 ,4.5642 
2005-03-16,3.0904 ,3.4998 ,4.5725 
2005-03-17,2.8447 ,3.2899 ,4.4573 
2005-03-18,2.7896 ,3.2406 ,4.4315 
2005-03-21,2.7906 ,3.2318 ,4.4033 
2005-03-22,2.8187 ,3.2614 ,4.4321 
2005-03-23,2.8823 ,3.3365 ,4.5281 
2005-03-24,2.9168 ,3.3409 ,4.4631 
2005-03-25,2.8639 ,3.3026 ,4.4635 
2005-03-28,2.8419 ,3.2608 ,4.3783 
2005-03-29,2.7871 ,3.2111 ,4.3433 
2005-03-30,2.7761 ,3.1434 ,4.1636 
2005-03-31,2.6001 ,3.0035 ,4.1203 
2005-04-01,2.7696 ,3.1729 ,4.2679 
2005-04-04,2.6910 ,3.0654 ,4.1076 
2005-04-05,2.7200 ,3.0854 ,4.1051 
2005-04-06,2.7133 ,3.1001 ,4.1641 
2005-04-07,2.5386 ,2.9486 ,4.0798 
2005-04-08,2.6329 ,3.0207 ,4.0903 
2005-04-11,2.7005 ,3.0929 ,4.1600 
2005-04-12,2.5110 ,2.9151 ,4.0229 
2005-04-13,2.5263 ,2.9400 ,4.0652 
2005-04-14,2.4031 ,2.8415 ,4.0287 
2005-04-15,2.5018 ,2.9137 ,4.0379 
2005-04-18,2.5733 ,2.9437 ,3.9734 
2005-04-19,2.7378 ,3.0656 ,3.9847 
2005-04-20,2.5849 ,2.9758 ,4.0468 
2005-04-21,2.4758 ,2.8798 ,3.9981 
2005-04-22,2.4236 ,2.8547 ,4.0433 
2005-04-25,2.4109 ,2.8212 ,3.9550 
2005-04-26,2.7392 ,3.0899 ,4.0442 
2005-04-27,2.6547 ,3.0328 ,4.0537 
2005-04-28,2.7101 ,3.0601 ,4.0137 
2005-04-29,2.6179 ,3.0113 ,4.0665 
2005-04-30,2.6853 ,3.0529 ,4.0441 
2005-05-08,2.6212 ,2.9942 ,4.0045 
2005-05-09,2.6626 ,3.0274 ,4.0161 
2005-05-10,2.5776 ,2.9501 ,3.9652 
2005-05-11,2.6605 ,2.9956 ,3.9218 
2005-05-12,2.5839 ,2.9541 ,3.9595 
2005-05-13,2.5305 ,2.8933 ,3.8822 
2005-05-16,2.5251 ,2.9225 ,3.9832 
2005-05-17,2.5754 ,2.9443 ,3.9350 
2005-05-18,2.5495 ,2.9069 ,3.8757 
2005-05-19,2.5365 ,2.8891 ,3.8430 
2005-05-20,2.4849 ,2.8393 ,3.7997 
2005-05-23,2.3540 ,2.7117 ,3.6930 
2005-05-24,2.3218 ,2.7038 ,3.7293 
2005-05-25,2.4191 ,2.7587 ,3.6810 
2005-05-26,2.3022 ,2.6931 ,3.7374 
2005-05-27,2.3815 ,2.7531 ,3.7519 
2005-05-30,2.4234 ,2.8010 ,3.8097 
2005-05-31,2.4216 ,2.8116 ,3.8469 
2005-06-01,2.2994 ,2.7110 ,3.8036 
2005-06-02,2.3213 ,2.7181 ,3.7773 
2005-06-03,2.2677 ,2.6801 ,3.7774 
2005-06-06,2.2831 ,2.6711 ,3.7150 
2005-06-07,2.3244 ,2.7192 ,3.7696 
2005-06-08,2.3247 ,2.7211 ,3.7747 
2005-06-09,2.1658 ,2.6047 ,3.7642 
2005-06-10,2.1860 ,2.6073 ,3.7272 
2005-06-13,2.1419 ,2.5681 ,3.7023 
2005-06-14,2.1320 ,2.5807 ,3.7634 
2005-06-15,2.1683 ,2.5465 ,3.5681 
2005-06-16,1.9976 ,2.4016 ,3.4959 
2005-06-17,2.2583 ,2.5859 ,3.4813 
2005-06-20,2.3887 ,2.6917 ,3.5217 
2005-06-21,2.0399 ,2.4485 ,3.5434 
2005-06-22,2.0453 ,2.4485 ,3.5291 
2005-06-23,2.6436 ,2.8502 ,3.4210 
2005-06-24,2.3011 ,2.6289 ,3.5004 
2005-06-27,2.2040 ,2.6441 ,3.7683 
2005-06-28,2.1985 ,2.5957 ,3.6306 
2005-06-29,2.1185 ,2.5245 ,3.5861 
2005-06-30,2.1058 ,2.5367 ,3.6530 
2005-07-01,2.1680 ,2.5576 ,3.5783 
2005-07-04,2.0567 ,2.4818 ,3.5905 
2005-07-05,2.0371 ,2.4498 ,3.5329 
2005-07-06,2.0618 ,2.4689 ,3.5360 
2005-07-07,2.0580 ,2.4211 ,3.3891 
2005-07-08,2.0019 ,2.3557 ,3.3102 
2005-07-11,2.0453 ,2.3927 ,3.3298 
2005-07-12,2.0228 ,2.3623 ,3.2836 
2005-07-13,1.9644 ,2.3035 ,3.2273 
2005-07-14,2.0663 ,2.3701 ,3.2041 
2005-07-15,1.5745 ,2.0482 ,3.2849 
2005-07-18,1.5718 ,2.0506 ,3.3014 
2005-07-19,1.6131 ,2.0932 ,3.3426 
2005-07-20,1.6643 ,2.1381 ,3.3833 
2005-07-21,1.6687 ,2.1416 ,3.3861 
2005-07-22,1.6524 ,2.1229 ,3.3633 
2005-07-25,1.5678 ,2.0856 ,3.4366 
2005-07-26,1.5650 ,2.0955 ,3.4747 
2005-07-27,1.4925 ,2.0677 ,3.5569 
2005-07-28,1.5895 ,2.0829 ,3.3667 
2005-07-29,1.6115 ,2.1057 ,3.3874 
2005-08-01,1.7207 ,2.1327 ,3.2113 
2005-08-02,1.6101 ,2.0824 ,3.2981 
2005-08-03,1.8535 ,2.2267 ,3.2242 
2005-08-04,1.5525 ,1.9925 ,3.1522 
2005-08-05,1.6584 ,2.0679 ,3.1511 
2005-08-08,1.6351 ,2.0592 ,3.1784 
2005-08-09,1.5671 ,2.0408 ,3.2738 
2005-08-10,1.7078 ,2.1270 ,3.2313 
2005-08-11,1.5966 ,2.0667 ,3.2997 
2005-08-12,1.6607 ,2.1102 ,3.2928 
2005-08-15,1.6395 ,2.1102 ,3.3398 
2005-08-16,1.6544 ,2.1101 ,3.3064 
2005-08-17,1.5693 ,2.0612 ,3.3434 
2005-08-18,1.5986 ,2.0671 ,3.2974 
2005-08-19,1.5364 ,2.0530 ,3.3922 
2005-08-22,1.6341 ,2.0963 ,3.3074 
2005-08-23,1.5971 ,2.0563 ,3.2609 
2005-08-24,1.6884 ,2.1407 ,3.3213 
2005-08-25,1.4840 ,2.0374 ,3.4579 
2005-08-26,1.4536 ,2.0064 ,3.4414 
2005-08-29,1.3813 ,1.9570 ,3.4528 
2005-08-30,1.4249 ,2.0043 ,3.5014 
2005-08-31,1.4272 ,2.0243 ,3.5608 
2005-09-01,1.4338 ,2.0124 ,3.5110 
2005-09-02,1.4000 ,1.9972 ,3.5395 
2005-09-05,1.4691 ,2.0434 ,3.5278 
2005-09-06,1.4284 ,1.9866 ,3.4421 
2005-09-07,1.4224 ,1.9824 ,3.4427 
2005-09-08,1.4497 ,1.9873 ,3.3796 
2005-09-09,1.4458 ,1.9784 ,3.3622 
2005-09-12,1.4444 ,1.9686 ,3.3343 
2005-09-13,1.4390 ,1.9486 ,3.2859 
2005-09-14,1.4477 ,1.9618 ,3.3046 
2005-09-15,1.3815 ,1.9156 ,3.3103 
2005-09-16,1.4544 ,1.9279 ,3.1838 
2005-09-19,1.4307 ,1.9267 ,3.2322 
2005-09-20,1.3217 ,1.8943 ,3.3878 
2005-09-21,1.3972 ,1.9426 ,3.3698 
2005-09-22,1.3658 ,1.8721 ,3.2080 
2005-09-23,1.4259 ,1.9349 ,3.2703 
2005-09-26,1.3585 ,1.9142 ,3.3604 
2005-09-27,1.3760 ,1.9385 ,3.3999 
2005-09-28,1.3621 ,1.8698 ,3.2060 
2005-09-29,1.6636 ,2.0783 ,3.1869 
2005-09-30,1.3577 ,1.8788 ,3.2404 
2005-10-08,1.3837 ,1.8944 ,3.2313 
2005-10-09,1.3923 ,1.9046 ,3.2441 
2005-10-10,1.4283 ,1.9105 ,3.1841 
2005-10-11,1.3597 ,1.8024 ,2.9987 
2005-10-12,1.4345 ,1.8596 ,3.0104 
2005-10-13,1.4083 ,1.8367 ,2.9959 
2005-10-14,1.3701 ,1.8305 ,3.0171 
2005-10-17,1.4194 ,1.8367 ,2.9694 
2005-10-18,1.4104 ,1.8225 ,2.9479 
2005-10-19,1.3834 ,1.7936 ,2.9127 
2005-10-20,1.3847 ,1.7811 ,2.8718 
2005-10-21,1.4763 ,1.8527 ,2.8919 
2005-10-24,1.3797 ,1.7515 ,2.7938 
2005-10-25,1.5025 ,1.8803 ,2.9220 
2005-10-26,1.4853 ,1.8336 ,2.8096 
2005-10-27,1.4845 ,1.8500 ,2.8717 
2005-10-28,1.4454 ,1.8440 ,2.9417 
2005-10-31,1.4260 ,1.8675 ,3.0613 
2005-11-01,1.4388 ,1.8514 ,2.9800 
2005-11-02,1.4884 ,1.8872 ,2.9790 
2005-11-03,1.4769 ,1.8882 ,3.0094 
2005-11-04,1.4775 ,1.9405 ,3.1710 
2005-11-07,1.4584 ,1.8791 ,3.0234 
2005-11-08,1.6520 ,2.0436 ,3.1039 
2005-11-09,1.5975 ,2.0133 ,3.1317 
2005-11-10,1.6116 ,2.0270 ,3.1441 
2005-11-11,1.5102 ,1.9487 ,3.1598 
2005-11-14,1.6582 ,2.0686 ,3.1996 
2005-11-15,1.7965 ,2.1653 ,3.1920 
2005-11-16,1.5609 ,2.0966 ,3.5099 
2005-11-17,1.5823 ,2.0928 ,3.4509 
2005-11-18,1.6511 ,2.1560 ,3.4946 
2005-11-21,1.5998 ,2.1154 ,3.4832 
2005-11-22,1.8618 ,2.2706 ,3.3614 
2005-11-23,1.6151 ,2.0922 ,3.3553 
2005-11-24,1.7875 ,2.2531 ,3.4622 
2005-11-25,1.7408 ,2.2105 ,3.4343 
2005-11-28,1.7135 ,2.1903 ,3.4318 
2005-11-29,1.8913 ,2.2939 ,3.3613 
2005-11-30,1.7850 ,2.2061 ,3.3255 
2005-12-01,1.8279 ,2.2338 ,3.3169 
2005-12-02,1.8752 ,2.2473 ,3.2544 
2005-12-05,1.9444 ,2.3180 ,3.3185 
2005-12-06,1.9277 ,2.2870 ,3.2601 
2005-12-07,1.9461 ,2.3036 ,3.2690 
2005-12-08,1.8700 ,2.2549 ,3.2844 
2005-12-09,1.8693 ,2.2679 ,3.3271 
2005-12-12,1.9135 ,2.2744 ,3.2389 
2005-12-13,1.9011 ,2.2842 ,3.2956 
2005-12-14,1.8618 ,2.2350 ,3.2309 
2005-12-15,1.8253 ,2.1953 ,3.2145 
2005-12-16,1.7404 ,2.1255 ,3.1767 
2005-12-19,1.8143 ,2.1709 ,3.1542 
2005-12-20,1.7686 ,2.1502 ,3.1905 
2005-12-21,2.1131 ,2.3751 ,3.1296 
2005-12-22,1.6405 ,2.0932 ,3.2789 
2005-12-23,1.8317 ,2.1848 ,3.1474 
2005-12-26,1.7523 ,2.1471 ,3.2171 
2005-12-27,1.6994 ,2.1250 ,3.2485 
2005-12-28,1.7066 ,2.1069 ,3.1641 
2005-12-29,1.7573 ,2.1463 ,3.1746 
2005-12-30,1.8600 ,2.2363 ,3.2236 
2005-12-31,1.7782 ,2.1438 ,3.1216 
2006-01-04,1.6700 ,2.0546 ,3.0720 
2006-01-05,1.7011 ,2.0471 ,2.9971 
2006-01-06,1.6630 ,2.0481 ,3.0848 
2006-01-09,1.6531 ,2.0339 ,3.0634 
2006-01-10,1.6436 ,2.0220 ,3.0476 
2006-01-11,1.5986 ,1.9968 ,3.0678 
2006-01-12,1.6221 ,2.0104 ,3.0432 
2006-01-13,1.5363 ,1.9370 ,3.0229 
2006-01-16,1.6985 ,2.0560 ,3.0311 
2006-01-17,1.6837 ,2.0398 ,3.0129 
2006-01-18,1.6020 ,1.9767 ,2.9972 
2006-01-19,1.6087 ,1.9795 ,2.9916 
2006-01-20,1.6252 ,2.0088 ,3.0439 
2006-01-23,1.5875 ,1.9925 ,3.0789 
2006-01-24,1.6936 ,2.0317 ,2.9676 
2006-01-25,1.6572 ,2.0032 ,2.9589 
2006-01-26,1.6543 ,1.9996 ,2.9546 
2006-01-27,1.6574 ,2.0099 ,2.9796 
2006-01-28,1.6571 ,2.0097 ,2.9795 
2006-02-05,1.6568 ,2.0108 ,2.9837 
2006-02-06,1.5819 ,1.9666 ,3.0107 
2006-02-07,1.5566 ,1.9257 ,2.9412 
2006-02-08,1.6920 ,2.0323 ,2.9715 
2006-02-09,1.7389 ,2.0341 ,2.8715 
2006-02-10,1.6839 ,1.9939 ,2.8673 
2006-02-13,1.7963 ,2.0674 ,2.8475 
2006-02-14,1.7764 ,2.0618 ,2.8723 
2006-02-15,1.5176 ,1.8905 ,2.9109 
2006-02-16,1.7467 ,2.0413 ,2.8750 
2006-02-17,1.6320 ,1.9811 ,2.9412 
2006-02-20,1.6588 ,1.9909 ,2.9124 
2006-02-21,1.5526 ,1.9413 ,2.9955 
2006-02-22,1.6581 ,1.9910 ,2.9172 
2006-02-23,1.7625 ,2.0903 ,2.9937 
2006-02-24,1.7888 ,2.0932 ,2.9451 
2006-02-27,1.8515 ,2.1306 ,2.9225 
2006-02-28,1.7030 ,2.0260 ,2.9266 
